Cre Account,Cre Name
SAFESCAPE,Safescape (NZ) Ltd
SAFESEC,Safe Secure Ltd
SAFET,BLEM LTD T/A SAFET
SAFETTEC,SAFE-T-TEC
SAFETYAPP,Safety & Apparel Ltd
SAFETYMATE,Safety Mate Ltd
SAFEWORX,Safeworx Ltd
SAFEWORXW,Safeworx (Wellington) Ltd
SAFEWORXW,Safeworx Ltd
SAFRON,SAFRON PROPERTIES 2005 LTD
SAILCITYCO,Sail City Coffee (2005) Ltd
SAILCITYCO,ZONE BRANDS AND DISTRIBUTION
SAILCTYGL,Sail City Glass Ltd
SALEPRO,SALEPRO LTD
SALESPRO,SALES & PROMOTIONS (NZ) LTD
SALTON,SALTON NZ LTD
SALTON,SPECTRUM BRANDS NZ LTD
SALVAGIS,Salvation Army
SALVAT,The Salvation Army
SAMLYNCH,SAMUEL LYNCH
SAMSUNG,SAMSUNG COMMUNICATIONS (NZ)LTD
SAMSUNGE,Samsung Electronics Australia
SAMSUNGEL,SAMSUNG ELECTRONICS NZ LTD
SANDHUSA,S & A SANDHU LTD
SANDREY,SANDREY EXCAVATION LTD
SANDVIK,Sandvik New Zealand Ltd
SANFORD,Sanford New Zealand
SARSFIELD,Sarsfield Engineering Ltd
SATELLITE,Satmax NZ Ltd
SATLINK,SATLINK NZ LTD
SATO,SATO NEW ZEALAND LIMITED
SAUNDERSCO,SAUNDERS & CO
SAUNDERSM,SAUNDERS MITISUBISHI
SAUVARINS,Sauvarins North Ltd
SAVAGE,JOHN SAVAGE BUILDERS LTD
SAVCOR,Savcor Art NZ Ltd
SAXON,SAXON APPLIANCES LTD
SBCIND,SBC Industrial Solutions Ltd
SBDL,SOUTHERN BRAKES AND DRIVELINE
SCALLYELEC,SCALLY  ELECTRICAL
SCAMMELL,Scammell Painting & Decorating
SCARECROW,SCARECROW GARDENING LTD
SCARLETB,SCARLET BLACK & ASSOCIATES LTD
SCARLETT,M SMITH & D SCARLETT
SCFGROUPNZ,S.C.F Group (NZ) Limited
SCHAEFER,BW & LN SCHEAFER
SCHENKER,Schenker Logistics
SCHNEIDE,SCHNEIDER ELECTRIC
SCHOFIELD,Schofield & Co Ltd
SCHREDERNZ,Schreder New Zealand Limited
SCIENCE,SCIENCE DIRECTIONS LTD
SCL,Schneider Electric
SCL,SYSTEMS CONTROL LIMITED
SCOTT,SCOTT ELECTRICAL CO LTD
SCOTT TECH,Scott Technical Instruments
SCOTTBU,SCOTT BUILDING & DEVELOPMENT
SCOTTDAV,Scott Davis Audio Visual
SCOTTP,SCOTT THE LAMINEX GROUP
SCOTTPANEL,SCOTT PANEL & HARDWARE
SCOTTSH,Scott Sheetmetal & Heating
SCOTTSHEET,SCOTT SHEETMETAL
SCOTTY,SCOTTY'S ELECTRICAL XPERTISE
SCREENS,Screensign Arts Ltd
SCREENSIGN,Screen Sign Arts Limited
SCREENSIGN,Screen Signs limited
SCS,SPECIALIST CLEANING SUPPLIES
SDGNZ,SDG NZ LTD PARTNERSHIP
SDM,SDM MECHANICAL AND
SDS,DO NOT USE THIS ACCOUNT (SDS1)
SEAA,Sea Air & Land Communication
SEACONTAIN,SEA CONTAINERS PARTNERSHIP
SEADGROUP,Sead Group NZ Ltd
SEALEDA,SEALED AIR (NEW ZEALAND) LTD
SEALINK,Freightlink Ltd-Sealink Logi
SEAVIEW,Seaview Electrical
SEAVIEWAPP,Seaview Appliance Centre Ltd
SEBEL,The Sebel Trinity Wharf
SECONDLIFE,Second Life Plastics
SECURATEL,SECURATEL (NZ) LTD
SECUREGL,SECURE GLAZING SERVICE
SECURICOM,Securi-Com Ltd
SECURIMA,NF
SECURIMA,SECURIMAX LIMITED
SECURIMA,Simx Limited
SECURITY,Security Express
SECURITYM,SECURITY MERCHANTS LTD
SECURITYMM,Security Matters Manawatu ltd
SECURITYPL,SECURITY PLUS
SECURITYS,MEGA FORTRIS NEW ZEALAND LTD
SECURITYS,Security Seals
SECURITYS,Security Seals Limited
SECURITYSA,ICS Technologies LTD
SECURITYSA,Security Sales Ltd
SECURITYSP,Security Specialists Limited
SECWHOLE,SECURITY WHOLESALE 2001 LTD
SEE,See Views
SEEK,SEEK NZ LTD
SEGNOSAFE,Segno Safety NZ Ltd
SEGNOSI,Segno Safety Industries Ltd
SEKTOR,SEKTOR DISTRIBUTORS LTD
SELEC,WAYNE ROBB LTD
SELECON,SELECON NEW ZEALAND LTD
SELECTA,SELECT ALARMS
SELECTA,Select Arms
SELECTBOP,Select Arms BOP
SELECTLOK,Selectlok New Zealand Ltd
SELECTRIX,SELECTRIX
SELECTSEC,Select Security
SELF,SELF OPENING DOORS LTD
SELLEYS,Selleys Orca NZ Ltd
SELLEYS,SELLEYS ORICA NZ LTD
SELLOTAPE,THE SELLOTAPE COMPANY
SELSE,Sels Electrical Services
SEMALTD,SEMA LTD
SEMIKRON,SEMIKRON LTD
SENSORTE,Sensortech Technology Limited
SEP,STAINLESS ELECTRICAL PRODUCTS
SERENE,Serene Industries Limited
SERVICEF,SERVICE FOODS LIMITED
SERVICEMA,Serviceman Ltd
SERVICET,Service Travel Ltd
SERVOTEC,Servotech Instrumentation Ltd
SET,SET POINT SOLUTIONS LTD
SET,SETPOINT SOLUTIONS LTD
SETPOINT,SETPOINT SOLUTIONS LTD
SEW,Sew Eurodrive (NZ) Ltd
SEWHOT,SEW HOT MONOGRAMS
SGEQUIP,SG Equipment  Ltd
SGEQUIP,SG EQUIPMENT ROTORUA LTD
SGEQUIPAUC,SG EQUIPMENT LTD (AUCKLAND)
SGS,SGS New Zealand Ltd
SGTC,SGTC LIMITED
SHADDOW,SHADDOW DRAGON
SHADYLADY,SHADY LADY LIGHTING
SHANESNOWD,SHANE SNOWDEN ELECTRICAL LTD
SHAO,Shao Trading
SHARDMJ,M J Shardow Ltd
SHARPCOR,SHARP CORPORATION LTD
SHARPREIN,SHARP REINSTATEMENTS LTD
SHARPT,SHARP TUDHOPE
SHAVER,Shaver Shop Ltd
SHAWCAN,SHAWCAN LAWNS & GARDENS
SHAWDIESEL,SHAW DIESELS LIMITED
SHEFFIELD,SHEFFIELD BLADES NZ
SHELDONH,Sheldon & Hammond (NZ) Ltd
SHELLSKIT,SHELL' S KITCHEN
SHELLSKIT,SHELL'S KITCHEN
SHELLSKIT,SHELLY'S KITCHEN
SHELV,Shelving Shop Ltd
SHEPHERD,SHEPHERD SALES & MARKETING
SHEPPERD,ALLAN SHEPPERD PAINTING
SHERSON,SHERSON AUTO CENTRE LTD
SHIPLEY,Shipleys Audiovisual
SHIPWRIGHT,Shipwright Agencies Ltd
SHORLANDSL,SHORLAND SLATER LTD
SHORTD,D C SHORT LIMITED
SHORTENT,Shortland Enterprises Limited
SHORTJAW,Shortjaw Brewing Ltd
SHORTLAND,SHORTLAND COURT MOTEL
SHOTENG,Shotover Engineering Ltd
SHOVE,BROOKS INVESTMENT
SHOVE,Shove Electrical  NZ Ltd
SHOVE,SHOVE ELECTRICAL LTD
SHOVEB,B G & M F Shove
SHROFF,SHROFF & SONS (1999) LIMITED
SHUK,SHUK ENGINEERING DISTRIBUTORS
SICK,Sick Optic Electronic
SICKNZ,Sick NZ Ltd
SIEEN,SIEMENS ENERGY SERVICES LTD
SIEMENS,SIEMENS (NZ) LTD
SIEMENSNZ,Siemens (NZ) Ld
SIEMENSNZ,SIEMENS (NZ) LTD
SIEMON,The Siemon Company
SIETECSEC,SIETEC SECURITY LTD
SIETELNZ,Sietec New Zealand Ltd
SIF,Stewart Island Flights
SIFCO,Sifco Distributors ltd
SIGENERGY,SIGENERGY TECHNOLOGY (HK) LTD
SIGENERGYA,Sigenergy Australia Pty Ltd
SIGGIES,SIGGIES SIGNS
SIGMA,Sigma Sheetmetal Products Ltd
SIGN IT,SIGN IT SIGNS
SIGNAGE,SIGN IT UP
SIGNALTEC,Signal Technology Limited
SIGNET,Signet Communications Ltd
SIGNFIY,SIGNIFY ENGRAVING
SIGNMAKER,SIGNMAKER GRAPHICS LTD
SIGNS,Signs Unlimited
SIGNS100,SIGNS 100 LTD
SIGNSENG,Signs & Engraving Ltd
SIGNSHOP,Sign Stop
SIGNSLIFE,SIGNS OF LIFE
SIGNSMART,Sign Smart Ltd
SIGNSYS,SIGN SYSTEMS ADVERTISING LTD
SIGNTECH,Sign Technology
SIGNTECH,Total Supply
SIGNWISE,Signwise Auckland Ltd
SIGNWISE,Signwise West Auckland Ltd
SIGSEC,Signature Security Group
SIGSECCH,SIGNATURE SECURITY GROUP
SIKA,Sika (NZ) Ltd
SIKA,Sika Technology Ltd
SILL,SILL NEW ZEALAND
SILVERD,Silverdale Motors
SILVERDALE,SILVERDALE COMMERCIAL RATEPAYE
SILVERLIQ,SILVERDALE LIQUOR
SILVESTERM,SILVESTER MOTOR COMPANY
SIMONJAMES,SIMON JAMES DESIGN LTD
SIMONLUCAS,SIMON LUCAS MOTORS LTD
SIMP,K SIMPSON POWERBASE LIMITED
SIMPLY,Simply Catering Ltd
SIMPOWER,SIMPOWER
SIMPSONK,K Simpson Ltd
SIMSDIST,SIMS DISTRIBUTING COMPANY
SINCERITY,Sincerity Drycleaners
SING,SINGER ELECTRICAL & INSTALL
SINNAMON,Sinnamon Autos Ltd
SIS,Specialised Industrial Sol
SISOLITION,S & I Solutions Ltd
SISSONPP,SISSON PANEL & PAINT
SITECH,Sitech Systems (NZ) Ltd
SITECHA,SITECH SYSTEMS (NZ) LIMITED
SITEMATE,SITEMATE POWER SYSTEMS
SJK,SJK CHARTERED ACCOUNTANTS LTD
SJWBUILDER,SJW BUILDERS LTD
SKELLERU,SKELLERUP RUBBER PRODUCTS
SKELLERUP,SKELLERUP INDUSTRIES LTD
SKILLSUREL,SKILLSURE LTD
SKINNEREL,Skinner Electrical
SKIP,SKIP 2 IT
SKIPHIRE,Skip Hire Marlborough
SKOPE,Skope Industries Ltd
SKYTV,Sky Network Television Limited
SLANE,SLANE DEVELOPMENTS LTD
SLCOMP,S L Services
SLIP,SLIPPER ELECTRICAL SOLUTIONS L
SLOANEST,SLOANE STREET LIMITED
SLSRETAIL,SLS RETAIL THEFT CONTROL LTD
SLUNITED,SILVERDALE UNITED RUGBY
SMALLWOOD,Grant Smallwood El Ltd
SMART,SMART PRINT BUSINESS SOLUTIONS
SMARTBIN,SMART BIN SERVICES
SMARTC,Smart Caller NZ Ltd
SMARTENVIR,Smart Environment Ltd
SMARTOFF,SMART OFFICE SOLUTIONS LTD
SMARTTOOL,Smart Tool Group
SMARTTR,SMART TRADE LTD
SMARTW,Smart Wired Home & Business Lt
SMARTWAT,Invent Solutions Ltd
SMARTWAT,Smart Water Technology Ltd
SMARTWELD,Smartweld Limited
SMASH,SMASHING GIFTS LTD
SMCPNE,SMC Pneumatics (NZ) Ltd
SMIE,SMITHERAMS ELECTRICAL LTD
SMITCH,SMITCH NZ
SMITH,Smiths Elements And Controls
SMITH&CH,SMITH & CHURCH
SMITHA,Smith & Smith Auto Glass
SMITHCH,Smith & Church
SMITHCIT,Smiths City
SMITHHJ,H & J Smith Ltd
SMITHP,SMITH-PILLING REWINDS
SMITHS,SMITH & SMITH GLASS
SMITHSAC,Smiths Auto Centre (2022) ltd
SMITHSAUTO,SMITH'S AUTO CENTRE
SMITHSB,Smith & Smith - Building Glass
SMITHSCL,Smiths Cleaning Service
SMITHSGLA,Smith & Smith Glass
SMITHSMIT,Smiths Mitre10 Home & Trade
SMITHSS,SCOTTISH PACIFIC
SMITHSS,SMITHS SHEETMETALS LTD
SMITHWOOD,Smith Wood & Woods
SMMHOLDING,SMM Holdings Limited
SMOOTH,Smooth Air Products Ltd
SMOOTH,Smooth-Air Products Ltd
SMP,SMP Solutions
SMP,SOAR PRINTING CO LTD
SMPSOLUT,SMP Solutions
SMYTHE,SMYTHE PLUMBING LIMITED
SMYTHEMCC,SMYTHE & MCCOARD PANEL & PAINT
SNAE,Snae (NZ)
SNAKE,SNAKE SPORTSWEAR
SNAP,Snap Printing Newton
SNAPD,Snap Printing Downtown
SNAPPER,SNAPPER NETWORK DISTRIBUTORS
SNAPS,Snap Service 2022 Limited
SNELL, SNELL PACKAGING & STATIONERY
SNELL,Snell Packaging & Stationery
SNITCH,SNITCH INCORPORATED LTD
SNOW,SNOW BROTHERS AUTO ELECT LTD
SNV,SNV INVESTMENTS LTD
SOANAR,Soanar
SOAR,SOAR COMMUNICATIONS GROUP LTD
SOCKBURN,SOCKBURN FORKLIFT HIRE LTD
SOCO,Soco Ltd
SOFITEL,SOFITEL QUEENSTOWN HOTEL & SPA
SOFTWARES,Software Spectrum (NZ) Limited
SOLARB,Solar Bollard Lighting NZ Ltd
SOLARCORPL,SolarCorp Limited
SOLARGROUP,Solar Group Limited
SOLARPART,Solar Partners NZ Ltd
SOLARSEL,SOLAR SELECTIVES LTD
SOLDERTE,Soldertech NZ Ltd
SOLID,SOLID SURVEILLANCE SERVICES
SOLOPLA,Solo Plastics Limited
SOLUNA,SOLUNA AUSTRALIA PTY LTD
SONNTAG,SONNTAG FOX
SONNY,Sonny Manual Lock Fitting
SONYNZ,Sony New Zealand Limited
SOPERS,Sopers (NZ) Ltd
SOPHEAKS,SOPHEAK'S NZ LTD
SOR,Sorensen Elektroteknik Ltd
SORENSON,K R SORENSEN
SORENSON,SORENSON TRANSPORT
SORMA,Sorma Total Cleaning
SORTED,Sorted Logistics Limited
SOS,MOUNT OFFICE PRODUCTS DEPOT
SOSPLUMB,SOS PLUMBING & GASFITTING LTD
SOSTRADE,Sos Trade Services Ltd
SOUCOM,South Island Component Centre
SOUNDCRA,Soundcraft Ltd
SOUNDG,Sound Group Holdings
SOUNDSDEL,Sound Delvery Service
SOUTHAKA,STH AUCK ARMATURE WINDERS LTD
SOUTHAKP,South Auckland Plumbing
SOUTHBATT,SOUTHLAND BATTERIES
SOUTHBOLT,Southern Bolts & Fasteners Ltd
SOUTHC,Southcool Heatpumps & Elec
SOUTHCIT,APPLIANCE PARTS COMPANY
SOUTHCITY,South City Electrical 2000 Ltd
SOUTHCITYE,South City Electrical 2000 Ltd
SOUTHCITYP,SOUTH CITY PARTY NIBBLES
SOUTHCOP,SOUTHLAND COPIER COMPANY
SOUTHCRS,Southern Cross Lighting 2017
SOUTHDOOR,SOUTHERN DOOR & WINDOW SERVICE
SOUTHEND,SOTHEND PANEL & PAINT
SOUTHERN,Southern Cross Medical Care
SOUTHERNC,SOUTHERN CROSS ENGINEERING
SOUTHERND,Southern Distributors Limited
SOUTHERNEX,SOUTHERN EXPOSURES
SOUTHEY,SOUTHEY'S AUTO WORLD LIMITED
SOUTHEY,Southey's Auto World Ltd
SOUTHFOOD,SOUTHERN FOOD DISTRIBUTORS LTD
SOUTHFORK,SOUTH ISLAND FORKLIFTS LTD
SOUTHGLASS,Southland Glass Service
SOUTHHOSP,PNE
SOUTHHOSP,SOUTHERN HOSPITALITY
SOUTHLAKES,SOUTHERN LAKES PANELBEATING LT
SOUTHLAND,Southland Times
SOUTHLANDE,Southland Electronics Ltd
SOUTHLIG,Southern Cross Lighting 2002
SOUTHLINK,SOUTHLINK
SOUTHPACW,South Pacific Welding Group
SOUTHSHEE,SOUTHLAND SHEETMETAL LTD
SOUTHSPIT,Southern Spit BBQ CO Ltd
SOUTHVEHIC,Southland Vehicle Sales
SOUTHXFSG,leanit
SOUTHXFSG,SOUTHERN CROSS HEALTHCARE
SOUTHXFSH,Southern Cross Healthcare
SOUTHXMSA,Southern Cross Healthcare
SOUTHXMSL,Southern Cross Health Society
SOUTHXMSL,SOUTHERN CROSS HEALTHSOCIETY
SOUTHXNSB,Southern Cross Healthcare
SOUTHXNSG,Southern Cross Healthcare
SOUTPACR,SOUTH PACIFIC REWINDERS LTD
SOVEREIGN,Sovereign House
SOVEREIGNA,Sovereign Assurance Co
SOVEREIGNA,Sovereign Assurance Company
SPACEHEAT,SPACEHEATING INSTALLATION SPEC
SPAND,The Spande Trust QuickRACK
SPAQUIP,DAVEY WATER PRODUCTS LTD
SPAQUIP,Spa Quip Limited
SPARKEL,Mr Sparkle
SPARKO,Sparkology Electrical Ltd
SPARKYG,SPARKY GAS LTD
SPECLED,Specialised LED Products Ltd
SPECTR,Spectrum Laboratories Limited
SPECTRA,Spectratech Lighting Ltd
SPECTRAIN,SPECIALIST TRAINING COMPANY LT
SPECTRM,Spectrum Aluminium (2011) Ltd
SPECTRON,Spectron New Zealand Limited
SPECTRUM,SPECTRUM IMPORTS
SPECTRUMCO,SPECTRUM CONSULTING
SPEEDCO,SPEEDCO SIGNS
SPEEDY,Speedy Signs Hamilton
SPEEDY,Speedy Signs NEW PLYMOUTH
SPEEDYCH,Speedy Signs Christchurch
SPEEDYDN,CULLEN SIGNS LTD
SPEEDYINV,Speedy Signs Invercargill
SPEEDYS,CRS Sinage Solutions Ltd
SPEEDYS,Kadomax Holdingd Limited
SPEIGHTS,SPEIGHTS ALEHOUSE
SPENDVIS,Fraedom Services Charges
SPENDVIS,FREEDOM COMPANY LTD
SPENDVIS,SPENDVISION LTD
SPHYDRAUL,South Pacific Hydraulics Ltd
SPI,SPI NZ Limited
SPICERS,Spicers (NZ) Ltd
SPIDERP,Spider Personnel Ltd
SPILLSOL,Civilquip NZ Ltd
SPILLSOL,Spill Solutions NZ
SPITR,SPIT ROAST AUCKLAND LTD
SPITROAS,Spitroast.Com
SPITROAST,SPIT ROAST CATERING COMPANY
SPITSPEC,Spit Spectacular Ltd
SPK,SPK Group
SPK,SPK Industries Ltd
SPL2021,SPL (2021) Limited
SPLASH,SPLASH EQUIPMENT
SPLLTD,Supreme Products Limited
SPMBUILDER,SPM BUILDERS LTD
SPOONERP,ROBYN SPOONER PHOTOGRAPHY
SPORTS,Sports Connection
SPOTLESS,Spotless Services (NZ) Ltd
SPOTON,Spot On Lighting
SPRAYTEC,Spraytech New Zealand Ltd
SPUNLITE,Spun Lite Poles Ltd
SQUIRES,SQUIRES MANUFACTURING CO LTD
SRE,SHAUN RICHARDS ELECTRICAL LTD
SREKA,Sreka Industries
SREXTREME,S R EXTREME LIMITED
SRS,SRS New Zealand Ltd
SSM,Specialised Sales & Marketing
STAFF,STAFFCHECKS VETTING LTD
STAFFCHECK,Staffchecks.Com
STAFFORDB,Stafford Business Support Ltd
STAFFORDP,STAFFORD PROFESSIONAL EMPLOYM
STAFFY,Staffy Limited
STAHL,Stahlton Engineered Concrete
STALLION,STALLION EQUIPMENT LTD
STALLIONP,STALLION PLASTICS LTD
STAMFORD,Stamford Plaza Auckland
STANDARDS,Standards New Zealand
STANDCOM,GME STANDARD COMMUNICATIONS
STANDCOM,Standard Communications
STANLEY,STANLEY TOOLS NZ LTD
STAPLES,Staples Rodway
STARA,STAR APPLIANCES LTD
STARCOMTGA,Starcom Ltd
STARRETT,Starrett (NZ) Ltd
STATFUR,Taupo Stationery & Furniture
STATICOM,Static Communicate Limited
STAVIC,STAVIC FURNITURE
STEADY,Steadyheat & Company Ltd
STEAMBOAT,Steamboat Nominees Ltd
STEELCOM,STEELCOM ELECTRONICS LIMITED
STEELGAL,STEELGAL INDUSTRIES LIMITED
STEELM,Michael Steel Electrical
STEELM,STEELMASTERS AUCKLAND LTD
STEELMAST,Steelmasters Auckland Limited
STEELT,Steel & Tube New Zealand
STEELTUB,Steel and Tube Gisborne
STEEN,Steen & Morrow Ltd
STEF,STEELFORT
STEINDLEW,STEINDLE WILLIAMS LEGAL
STELLAR,STELLAR MACHINERY LTD
STEM,STEMCO
STEMCO,STEMCO LIMITED
STENIS,Steni's Aquqtech Ltd
STEREO,Stereo World & Retravision
STERLING,Sterling Security Systems Ltd
STEV,Stevensons Door Ltd
STEVEMAR,Steve Marine Supplies Ltd
STEVENM,Stevens Motors Ltd
STEVENSJ,JOHN STEVENS ELECTICAL
STEVENST,T F STEVENS & CO LTD
STEWART,STEWART APPLIANCE REPAIRS
STEWARTA,Andrew Stewart & Sons Ltd
STEWARTA,J.A. Russell Ltd
STEWARTAG,Stewart Agencies Ltd
STEWARTALT,STEWARTS - ALTO
STEWARTALT,Stewarts- Alto
STEWARTDA,Stewarts Electrical & Data Sup
STEWARTH,Stewarts Hawera
STEWARTHA,Stewarts Hawera
STEWARTHOL,100% STEWART & HOLLAND LTD
STEWARTHST,Stewarts Hastings
STEWARTJA,Stewarts Electrical Supplies
STEWARTK,Kevin Stewart Lighting Ltd
STEWARTLE,Stewarts Levin
STEWARTMA,Stewarts Masterton
STEWARTNA,Stewarts Napier
STEWARTOM,Stewarts Omahu - Hastings
STEWARTPA,Stewarts Paraparaumu
STEWARTPLY,Stewarts New Plymouth
STEWARTSDA,Stewarts Electrical & Data Sup
STEWARTWNG,Stewarts Wanganui
STEWARTZZ,Andrew Stewart & Sons Ltd
STEWARTZZ,J. A. Russell Ltd
STEWMATT,STEWART MATTHEWS (PENROSE) LTD
STHAKCON,Sth Auckland Concrete Cutters
STHCROSS,SOUTHERN CROSS HOTEL
STHLAND,Southland Outdoor Stadium Trus
STHLANDEL,STHLAND ELECTRICAL TRADES GOLF
STHLANDT,SOUTHLAND TYRE CENTRE ( 1998)
STHNLAKESR,SOUTHERN LAKES REAL ESTATE LTD
STHWATER,Southern Water Cartage Ltd
STICKY,STICKY BUSINESS
STIEBEL,Stiebel Eltron NZ Limited
STIHLSHOP,TRIM IT WRIGHT LTD
STILWELL,R Stilwell Ltd
STIRLINGS,SSFL National Advertising
STITCH,Stitch A Graphic Embroidery
STJOHN,St John Central Auckland
STJOHN,St John Northern
STJOHN(SI0,ST JOHN NORTHERN REGION (SI)
STJOHNCH,ST JOHN (CHRISTCHURCH)
STJOHNH,The Order Of St John
STJOHNH,The Order Of St John - Norther
STJOHNH,THE ORDER OF ST. JOHN
STJOHNHA,ST JOHN HAURAKI PLAINS
STJOHNM,The Order Of St John Midland
STJOHNMA,ST JOHN MARLBOROROUGH
STJOHNMA,ST JOHN MARLBORORUGH
STJOHNMA,St John Marlborough
STMDISTRIB,STM DISTRIBUTORS LTD
STMICHELIN,ST MICHEL INDUSTRIES LTD
STMORITZ,HOTEL ST MORITZ
STOKES,Stokes (New Zealand) Ltd
STOREPRO,Storepro Solutions Ltd
STOREPROS,Storepro Solutions 2024 Ltd
STORMWATER,STORMWATER360
STOWELLS,Stowells Smash Repairs
STPETER,ST PETERS COLLEGE
STRAIGHTEN,STARIAGHTEN UP PANEL & PAINT L
STRAIGHTLI,STRAIGHTLINE PANELBEATERS
STRAIT,BULLET FREIGHT SYSTEMS LTD
STRAIT,STRAIT FREIGHT LTD
STRATAP,Strata Precision Plastics Ltd
STRATEGIC,Strategic Risk Analysis Ltd
STRAWB,Strawberry Sound Canterbury
STREAM,STREAMLINE MAIL SOLUTIONS LTD
STREAT,STREAT CONTROL (2002)
STREATCONT,Streat Control NZ LTD
STREETESP,Street Espresso 2
STREETSCAP,NZ MANUFACTURING
STREETSCAP,STREETSCAPE LTD
STREETWISE,Streetwise Coffee Taupo
STRONGB,STRONGLINE BUILDINGS LTD
STRONGE,Strong Electrical Ltd
STRONGLINE,Strongline Communications
STU R EXP,STUART RADCLIFFE EXP CR CARD
STUARTLAW,Stuart Law Automotive
STUARTS,Stuart Street Properties
STYLE,STYLELINE HOMES LTD
SUB60,SUB60
SUBCARD,SUBCARD NZ LTD
SUCCESS,SUCCESS REALTY LTD
SUCKEMDRY,SUCKEM DRY
SUCKIEMOTO,SUCKIE MOTO
SUGAR,Sugar Advertising Ltd
SUGARNZ,SUGAR NEW ZEALAND LTD
SUGARSPICE,KJ CAFES LTD
SULCO,SULCO LTD
SULLIVAN,SULLIVAN & SPILLANE ELECTRICAL
SULPHURC,SULPHUR CITY ROD  CUSTOM CAR
SULPHURC,Sulphur City Rod Custom Car
SUMMERJ,W & TM Kara
SUMMERLAND,SUMMERLAND EXPRESS FREIGHT LTD
SUMMITHYDR,SUMMIT HYDRAULIC SOLUTIONS LTD
SUN,SUNTER TRADING CO LTD
SUNBEAM,Sunbeam Corporation Ltd
SUNBEAMV,Sunbeam Corporation Ltd
SUNDRY,SUNDRY HEAD OFFICE
SUNLIG,SUNLIGHTING-HOLOPHANE AUST LTD
SUNLIGHT,SLH Ltd T/A Sun Illumination
SUNLIGHT,SLT Ltd T/A Sun Illumination
SUNLIGHT,SUNLIGHTING HOLOPHANE
SUNLIT,Sunlit (NZ) Limited
SUNTECH,SF Suntech Australia Pty Ltd
SUNTORYCOF,Suntory Coffee NZ Limited
SUNTORYCOF,UCC COFFEE NZ LTD
SUPAKARTS,SUPA KARTS LTD
SUPER,SUPER LIQUOR HAWERA
SUPERC,SUPERCLEAN DISTRIBUTORS
SUPERCELL,Supercell Limited
SUPERCH,Super Cheap Auto (New Zealand)
SUPERCH,Supercheap Auto NZ Pty Ltd
SUPERCHAR,Supercharge Batteries Pty Ltd
SUPERCMW,Super Liquor Cromwell
SUPERFR,SUPER FREIGHT LTD
SUPERHOK,SUPER LIQUOR HOKITIKA
SUPERKTA,Super Liquor Kaitaia
SUPERL,Super Liquor
SUPERLIGHT,Superlight Limited
SUPERMTM,Super Liquor Mt Maunganui
SUPERPUTAR,SUPER LIQUOR PUTARURU
SUPERREMAR,SUPER LIQUOR REMARKABLES PARK
SUPERSP,SUPERIOR SPRINGS ALUCAST IND.
SUPERTAHU,Super Liquor TAHUNANUI
SUPERTER,Super Liquor TE RAPA
SUPERTPK,Super Liquor TE PUKE
SUPERWEI,SUPER LIQUOR OKARA
SUPERWEI,Super Liquor Whangarei
SUPERWEI,THE BOTTLE-O WHANGAREI
SUPERWHANG,SUPER LIQUOR WHANGAPARAOA
SUPERWW,Super Liquor Warkworth
SUPLIQ,Super Liquor COUNTIES
SUPPLYPART,Supply Partners Pty Ltd
SUPPLYSER,Supply Services Ltd
SUPREME,SUPREME AUTOMOTIVE ELECTRIX
SUPREMEAN,Supreme Antennas
SUPREMEC,SUPREME CLEAN CAMBRIDGE
SUSTAIN,Sustainable Lighting Solutions
SUSTAINABL,SUSTAINABLE ENERGY LIMITED
SUTHERLAN,SUTHERLAND SECURITY CENTRE LTD
SUTTONM,Mark Sutton Engineering Ltd
SUTTONS,Suttons Clotheslines & Doors
SWAG,SWAGELOCK NEW ZEALAND
SWAGNZ,Swagelok New Zealand
SWAIN,MICHELLE SWAINBANK
SWANSON,Swanson Electrical Wholesalers
SWANSONFAM,Swanson Family Trust
SWANSONT,SWANSON TRANSPORT LTD
SWARBRICK,SWARBRICK BECK MACKINNON
SWEETINS,SWEET INSPIRATIONS
SWIMART,Swimart New Market
SWINN,SWINNOCK & CO INDUSTRIES LTD
SWITCH,SWITCHCARE LIMITED
SWITCHB,Switchboard Services Ltd
SWITCHBUIL,Switchboard Ltd
SWITCHBUIL,Switchbuild Ltd
SWITCHEL,Switch Electrical Services
SWITCHIT,Switch-It Innovations Ltd
SWITCHLIGH,Switch Lighting Ltd
SWITCHW,Switchworks Ltd
SWIVELPOLE,R.O.B  AUSTRALIA PTY LTD
SYDNEYTOOL,SYDNEY TOOLS (NZ) LIMITED
SYLVANIA,SYLVANIA LIGHTING INTERNAT LTD
SYMON,R F Simon & Son Ltd
SYMONM,MURRAY D SYMON
SYNAPCO,SYNAPCO INDUSTRIES LIMITED
SYNERGY,Synergy Positiong Systems Ltd
SYNNEX,Synnex New Zealand Limited
SYNTECH,Syntech Computer Services Ltd
SYSCON,System Control Engin NZ Ltd
SYSCON,SYSTEM CONTROL ENGIN. NZ LTD
SYSOFFICE,SYSTEMS OFFICE FURNITURE LTD
SYSTEMAC,Systemac
SYSTEMACTR,SYSTEMAC TRADING LTD
SYSTEMAIR,SYSTEMAIR NZ LTD
SYSTEMS,CCTV SYSTEMS
TACPACIFIC,Schneider Electric Buildings
TACPACIFIC,TAC PACIFIC PTY LTD
TACSTECH,tacs technology ltd
TAI,Tai Poutini Polytechnic
TAIHANNZ,Taihan New Zealand Limited
